Route or Street Name,avg_crash_severity,adjusted_safety_rating
1020 tyler Ave,2.0,71.0505204220992
10200 COUNTY DR,1.0,81.47710787695678
10200 HULL ST RD,3.0,60.62393296724162
10200 HULL STREET ROAD,1.0,81.47710787695678
10200 IRON BRIDGE RD,1.0,81.47710787695678
10200 MARSH RD,1.0,81.47710787695678
10200 REAMS RD,1.0,81.47710787695678
10200-BLK JAMES MONROE HWY,1.0,81.47710787695678
10200-BLK MARSH RD,1.0,81.47710787695678
10201 FAIRFAX BLVD,3.0,60.62393296724162
10201 HULL ST RD,1.0,81.47710787695678
10201 HULL STREET,1.0,81.47710787695678
10201 RICHMOND HY,1.0,81.47710787695678
10203 BROWNS MILL RD,1.0,81.47710787695678
10205 CENTRALIA STATION RD,1.0,81.47710787695678
10205 LAWYERS RD,3.0,60.62393296724162
10208 BROWNS MILL RD,1.0,81.47710787695678
10209 SAGER AVE,1.0,81.47710787695678
1020BROOKDALE STREET,1.0,81.47710787695678
1021 CANAL DRIVE,,
1021 E CARY STREET,1.0,81.47710787695678
1021 FLORIDA AVE,2.0,71.0505204220992
1021 KOGERCENTER PKWY,3.0,60.62393296724162
1021 North Lombardy Street,1.0,81.47710787695678
1021 VIRGINIA BEACH BLVD,1.0,81.47710787695678
10210 HULL STREET ROAD,1.0,81.0505204220992
10210 WALLERS RD,1.0,81.47710787695678
10212 BLK JAMES MADISON HWY,1.0,81.47710787695678
10213 DUMFRIES RD,3.0,60.62393296724162
10219 DUMFRIES RD,2.0,71.0505204220992
10219 Warwick Boulevard,1.0,81.47710787695678
1022 5TH ST SW,1.0,81.47710787695678
1022 Chatham Heights Road,3.0,60.62393296724162
1022 E JACKSON ST,1.0,81.47710787695678
1022 HARDY RD,1.0,81.47710787695678
1022 W ATLANTIC ST,3.0,60.62393296724162
10220 Antietam Avenue,1.0,81.47710787695678
10220 IRON BRIDGE RD,1.0,81.47710787695678
10220 MIDLOTHIAN TURNPIKE,1.0,81.47710787695678
10221 GODWIN DR,3.0,60.62393296724162
10221 NEWBYS BRIDGE RD,1.0,81.47710787695678
10221 RIVER RD,1.0,81.47710787695678
10222 KINGS DOMINION BV  RT30,1.0,81.47710787695678
10222 WARWICK BLVD,3.0,60.62393296724162
10226 MIDLOTHIAN TPKE,3.0,60.62393296724162
10227 BLK JOHN S MOSBY HWY,1.0,81.47710787695678
10227 PATRIOT HIGHWAY,1.0,81.47710787695678
10227 RIVER ROAD,1.0,81.47710787695678
1023 BATTLEFIELD BLVD SOUTH,3.0,60.62393296724162
1023 CARMIA WAY,1.0,81.47710787695678
1023 GREENDALE RD,1.0,81.47710787695678
1023 W 48TH ST,1.0,81.47710787695678
10230 IRON BRIDGE RD,1.0,81.47710787695678
10230 IRON BRIDGE ROAD,1.0,81.47710787695678
10230 MIDLOTHIAN TPKE,1.0,81.47710787695678
10230 MIDLOTHIAN TURNPIKE,1.0,81.47710787695678
10231 BATTLEFIELD DR,1.0,81.47710787695678
10231 HULL STREET RD,1.0,81.47710787695678
10233 GOVERNOR HARRISON PKWY,4.0,60.19734551238405
10234 WANZER HILL ROAD,3.0,60.62393296724162
10236 WARWICK BLVD,1.0,81.47710787695678
10239 PATRIOT HWY,2.0,70.19734551238405
1024 26TH ST,1.0,81.47710787695678
1024 CREWS SHOP ROAD,3.0,60.62393296724162
1024 E OCEAN VIEW AVE,1.0,81.47710787695678
1024 HALIFAX ST,3.0,60.62393296724162
1024 RIVERBEND ROAD,3.0,60.62393296724162
1024 W WYTHE ST,1.0,81.47710787695678
1024 WATERS ROAD,3.0,60.62393296724162
10240 Roanoke RD,3.0,60.62393296724162
10243 PATRIOT HIGHWAY,1.0,81.47710787695678
10244 ROANOKE RD,2.0,71.0505204220992
10247 JAMES MADISON HWY,2.0,71.0505204220992
1025 BOULDERS PARKWAY,1.0,81.47710787695678
1025 GOODLUCK RD,4.0,60.19734551238405
1025 HERNDON PKWY,1.0,81.47710787695678
1025 KENTON AVE,1.0,81.47710787695678
1025 N KING ST,2.0,71.0505204220992
1025 N NEWTOWN RD,1.0,81.47710787695678
1025 N. FILLMORE STREET,1.0,81.47710787695678
1025 PEPPERS FERRY RD,1.0,81.47710787695678
1025 PEPPERS FERRY RD.,4.0,60.19734551238405
1025 S CRATER RD,1.0,81.47710787695678
"1025 SOUTH CRATER RD,",2.0,71.0505204220992
10250 CHESTER ROAD,1.0,81.47710787695678
10250-BLK JAMES MADISON HWY,2.0,71.0505204220992
10251 BLK CREST HILL RD,1.0,81.47710787695678
10256 HASTINGS RD,3.0,60.62393296724162
1026 MAIN STREET,1.0,81.47710787695678
1026 OLD TRAIL DR,1.0,81.47710787695678
1026 RIVER RD,1.0,81.47710787695678
"1026 W. 41ST STREET, NORFOLK, VIRGINIA 23508",1.0,81.47710787695678
1026 WHITE HOUSE RD,1.0,81.47710787695678
10270 GOVERNOR GC PEERY HWY,1.0,81.47710787695678
1028 BATTLEFIELD BLVD,1.0,81.47710787695678
1028 HIGH KNOB RD,1.0,81.47710787695678
1028 LOCKWOOD CT,1.0,81.47710787695678
1028 LYNNBROOK RD,,
1028 RIVER RD,1.0,81.47710787695678
1028 S CRATER RD,1.0,81.47710787695678
1028 S WALTER REED DRIVE,1.0,81.47710787695678
10286 GOV. G.C PEERY HWY,1.0,81.47710787695678
10291 GOVERNOR G C PEEEY HWY,1.0,81.47710787695678
10291 GOVERNOR G. C. PERRY HWY CEDAR BLUFF,1.0,81.47710787695678
10298 GENERAL MAHONE HIGHWAY,1.0,81.47710787695678
103 BACON'S CASTLE TRAIL,1.0,81.47710787695678
103 CHURCH ST NE,1.0,81.47710787695678
103 COMMONWEALTH BLVD,1.0,81.47710787695678
103 FOREST RIDGE DR,1.0,81.47710787695678
103 FOX HILL RD,2.0,71.0505204220992
103 INDIAN SUMMER LANE,1.0,81.47710787695678
103 LONDONSHIRE TER,1.0,81.47710787695678
103 N MAIN ST,1.0,81.47710787695678
103 OLD STAGE RD,2.0,71.0505204220992
103 PARK ST NE,1.0,81.47710787695678
103 PATRICIAN DR,1.0,81.47710787695678
103 ROANOKE ST,1.5,50.62393296724162
103 RUSSEL ST,1.0,81.47710787695678
103 S MAIN ST,1.0,81.47710787695678
103 S. ROYAL AVE,1.0,81.47710787695678
1030 GREENS FOLLY RD,1.0,81.47710787695678
1030 HALIFAX ST,1.0,81.47710787695678
1030 MAPLE AVE E,1.0,81.47710787695678
1030 NORTH ELECTRIC RD,1.0,81.47710787695678
1030 PINEY FOREST RD,1.0,81.47710787695678
1030 TOPPING LN,2.0,71.0505204220992
1030 ZION HILL RD,1.0,81.47710787695678
10300 - BLK MARSH RD,1.0,81.47710787695678
10300 BEACH RD,1.0,81.47710787695678
10300 BLK JAMES MADISON HWY,1.6666666666666667,49.77075805752647
10300 BLK JOHN S MOSBY HWY,1.0,81.47710787695678
10300 BLK VALE RD,1.0,81.47710787695678
10300 BLOCK LAYTON HALL DR,1.0,81.47710787695678
10300 CHALKLEY RD,1.0,81.47710787695678
10300 COALBORO ROAD,1.0,81.47710787695678
10300 HULL ST RD,1.0,81.47710787695678
10300 HULL STREET ROAD,1.0,81.47710787695678
10300 IRON BRIDGE RD,1.0,81.47710787695678
10300 MAIN ST,1.0,81.47710787695678
10300 MAIN STREET,1.0,81.47710787695678
10300 MIDLOTHIAN TPKE,2.0,70.19734551238405
10300 MIDLOTHIAN TURNPIKE,1.0,81.47710787695678
10300 WILLOW HILL RD,4.0,60.19734551238405
10300-BLK BRISTERSBURG RD,1.0,81.47710787695678
10301 COURTHOUSE RD,1.0,81.47710787695678
10301 HULL STREET RD,,
10301 HUNGARY SPRING RD,1.0,81.47710787695678
10301 OLD WREXHAM RD,1.0,81.47710787695678
10301 REAMS RD,3.0,60.62393296724162
10301 REAMS ROAD,1.0,81.47710787695678
10301 WOODMAN ROAD,1.0,81.47710787695678
10303 HULL STREET RD,3.0,60.62393296724162
10303 HULL STREET ROAD,1.0,81.47710787695678
10305 HULL ST RD,1.0,81.47710787695678
10306 REDBRIDGE RD,1.0,81.47710787695678
10309 ROBIOUS ROAD,3.0,60.62393296724162
1031 Armory Dr,3.0,60.62393296724162
1031 Armory Drive,1.0,81.47710787695678
1031 DIGGS MOUNTAIN RD,3.0,60.62393296724162
1031 LONDON BLVD,1.0,81.47710787695678
1031 MALLARD LANE,4.0,60.19734551238405
1031 S MAIN ST,1.0,81.47710787695678
10310 HULL STREET ROAD,1.0,81.47710787695678
10310 LOMOND DRIVE,1.0,81.47710787695678
10314 LIMESTONE AVE,3.0,60.62393296724162
10319 CHEROKEE RD,1.0,81.47710787695678
1032 Boroughbridge Road,1.0,81.47710787695678
1032 COGLIANDRO DR,1.0,81.47710787695678
10324 GORDON RD,1.0,81.47710787695678
10324 JAMES MADISON PARKWAY,1.0,81.47710787695678
10326 FAIRVIEW ROAD,1.0,81.47710787695678
1033 LITTLE NECK RD,1.0,81.47710787695678
10337 PATRICK HENRY HWY RT 40,3.0,60.62393296724162
1034 West Main Street,3.0,60.62393296724162
10340 QUALLA RD,1.0,81.47710787695678
10341 GORDON ROAD,1.0,81.47710787695678
10349 BLK WINCHESTER RD,1.0,81.47710787695678
10349-BLK CREST HILL RD,1.0,81.47710787695678
1035 FISHBURN MOUNTAIN RD.,1.0,81.47710787695678
1035 LAND OF PROMISE RD,3.0,60.62393296724162
1035 NORTH ELECTRIC RD,1.0,81.47710787695678
10350 CHESTER RD,3.0,60.62393296724162
10355 Buckley Hall Rd,1.0,81.47710787695678
1036 W WASHINGTON ST,1.0,81.47710787695678
10369 CRITZER SHOP RD.,1.0,81.47710787695678
"1037 39TH STREET NORFOLK, VA 23508",1.0,81.47710787695678
1037 BIG BETHEL RD,2.0,71.0505204220992
1037 COMMERCIAL AVENUE,1.0,81.47710787695678
1037 W 39TH ST,1.0,81.47710787695678
1037 WEST 38TH STREET,1.0,81.47710787695678
10371 ATLEE STATION RD,1.0,81.47710787695678
1038 W 26TH STREET,1.0,81.47710787695678
1039 5TH ST SW,1.0,81.47710787695678
1039 FOREST HILLS AVE,2.0,71.0505204220992
10395 NORTON COEBURN RD,1.0,81.47710787695678
104 BOB WHITE ST,1.0,81.47710787695678
104 BUCKINGHAM CIR,2.0,71.0505204220992
104 BURGESS RD,1.0,81.47710787695678
104 CHESTNUT ST,1.0,81.47710787695678
104 E 37TH ST,3.0,60.62393296724162
104 E CLAY ST,1.0,81.47710787695678
104 E HUNDRED RD,1.0,81.47710787695678
104 NEW STREET,1.0,81.47710787695678
104 NORTH COUNTY DR,1.0,81.47710787695678
104 NORTHAMPTON DR,2.0,71.0505204220992
104 PENNIE LN,1.0,81.47710787695678
104 S SHEPPARD ST,1.0,81.47710787695678
104 TILLERSON DR,1.0,81.47710787695678
104 TURTLE CREEK RD,1.0,81.47710787695678
1040 32ND STREET,1.0,81.47710787695678
1040 BALLAHACK RD,1.0,81.47710787695678
1040 DIAMOND HILL RD,1.0,81.47710787695678
1040 IRISH RD,1.0,81.47710787695678
1040 LIMESTONE DRIVE,1.0,81.47710787695678
1040 MAIN STREET,1.0,81.47710787695678
1040 PINEY FOREST RD,1.5,50.62393296724162
10400 BLK JAMESMADISON HWY,1.0,81.47710787695678
10400 CHESTER ROAD,1.0,81.47710787695678
10400 HULL STREET ROAD,1.0,81.47710787695678
10400 SPRING RUN RD,3.0,60.62393296724162
10400-BLK BRISTERSBURG RD,2.0,71.0505204220992
10400-BLK JAMES MADISON HWY,2.0,71.0505204220992
10400-BLK MARSH RD,1.0,81.47710787695678
10401 ATLEE STATION RD,1.0,81.47710787695678
10401 MIDLOTHIAN TPKE,2.0,70.19734551238405
10401 MIDLOTHIAN TURNPIKE,3.0,60.62393296724162
10401 ROUTE 1,3.0,60.62393296724162
10405 NOKESVILLE RD,3.0,60.62393296724162
10408 FAIRVIEW RD,1.0,81.47710787695678
10409 RAINBOW RD,1.0,81.47710787695678
1041 FELDSPAR RD,1.0,81.47710787695678
1041 INDIAN CREEK RD,1.0,81.47710787695678
1041 NEPTUNE AVENUE,3.0,60.62393296724162
1041-1053 SETTLERS LANDING,2.0,71.0505204220992
10411 BLK JOHN S MOSBY HWY,1.0,81.47710787695678
10419 DAKINS DR,1.0,81.47710787695678
10419 HULL ST RD,2.0,70.19734551238405
10419 HULL STREET RD,1.0,81.47710787695678
10421 FALCONBRIDGE DRIVE,1.0,81.47710787695678
10424 HULL STREET RD,1.0,81.47710787695678
10425 REAMS ROAD,1.0,81.47710787695678
10428 MARY BALL RD,1.0,81.47710787695678
10429 PATROIT HIGHWAY,1.0,81.47710787695678
1043 INDEPENDENCE BLVD,1.0,81.0505204220992
1043 MAIN ST,1.0,81.47710787695678
1043 STERLING RD,1.3333333333333333,50.19734551238405
10430 SIOUX LANE GLEN ALLEN VA 23059,1.0,81.47710787695678
10431 WOODMAN ROAD,1.0,81.47710787695678
10436 RIVER RD,1.0,81.47710787695678
1044 S HIGH ST,1.0,81.47710787695678
1044 VICAR RD,1.0,81.47710787695678
1044 WATERS RD,3.0,60.62393296724162
1044 WHIPPINGHAM PKWY,1.0,81.47710787695678
10440 REAMS RD,1.0,81.47710787695678
10446 Roanoke Rd,1.0,81.47710787695678
10447 BLK ELK RUN RD,2.0,71.0505204220992
1045 NEFF AVE,1.0,81.47710787695678
1045 THE FALLS ROAD,3.0,60.62393296724162
1045 WATERS RD,1.0,81.47710787695678
10450 RT 605/PAIGE RD,1.0,81.47710787695678
10454 JEFFERSON AVE,1.0,81.47710787695678
10457 ELK RUN RD,1.0,81.47710787695678
1046 WEST LITTLE CREEK ROAD,1.0,81.47710787695678
10460 ROANOKE ROAD,3.0,60.62393296724162
1048 30TH STREET,1.0,81.47710787695678
1048 EAGLEWOOD DR,3.0,60.62393296724162
1048 KEEZLETOWN RD,1.0,81.47710787695678
1048 PEACH GROVE ROAD,1.0,81.47710787695678
10486 KENTUCKY SPRINGS RD,1.0,81.47710787695678
1049 / LIMESTONE DRIVE,1.0,81.47710787695678
1049 BUTTS STATION RD,1.0,81.47710787695678
1049 COLLEGE PARK BLVD,3.0,60.62393296724162
1049 DAM NECK RD,1.0,81.47710787695678
1049 WINSTON CHURCHILL DR,3.0,60.62393296724162
10493 FORT VALLEY RD,3.0,60.62393296724162
105 BRIDLE LN,1.0,81.47710787695678
105 CENTER ST N,1.0,81.47710787695678
105 CLOVERLEAF DRIVE,1.0,81.47710787695678
105 Cameron Station Boulevard,1.0,81.47710787695678
105 DEKALB AVE,2.0,71.0505204220992
105 EDGEWOOD DRIVE,1.0,81.47710787695678
105 East Preston Street,1.0,81.47710787695678
105 GRANITE SPRING RD,1.0,81.47710787695678
105 KINGSLAND CT,1.0,81.47710787695678
105 LONGHOLLOW RD,1.0,81.47710787695678
105 MARCELLA RD,2.0,71.0505204220992
105 MENCHVILLE RD,4.0,60.19734551238405
105 MIDTOWN TUNNEL,1.4,48.91758314781132
105 MIDTOWN TUNNEL 58 WEST BOUND,1.0,81.47710787695678
105 MONTGOMERY ST NE,1.0,81.47710787695678
105 MOUNTAIN FALLS BLVD,1.0,81.47710787695678
105 N BUCKMARSH ST,1.0,81.47710787695678
105 NELSON DR.,3.0,60.62393296724162
105 NORTH EUCLID AVENUE,1.0,81.47710787695678
105 PENRITH CROSSING,1.0,81.47710787695678
105 RIDGE ST,2.0,71.0505204220992
105 SEQUOIA CIR NW,1.0,81.47710787695678
1050 BOBWHITE RD,3.0,60.62393296724162
1050 CAMBRIA ST NE,2.0,71.0505204220992
1050 DAM NECK RD.,1.0,81.47710787695678
1050 E BRAMBELTON AVE,1.0,81.47710787695678
1050 HALIFAX ST,3.0,60.62393296724162
1050 MONACAN LN,2.0,71.0505204220992
1050 PINEY FOREST RD,1.0,81.0505204220992
1050 WEST CAMPUS DR,1.0,81.47710787695678
10500 BLK OF S CRATER RD,4.0,60.19734551238405
10500 CHESTER RD,1.0,81.47710787695678
10500 ROUTE 1,3.0,60.62393296724162
10500 W HUGUENOT RD,1.0,81.47710787695678
10500 WARWICK BLVD,3.0,60.62393296724162
10504 LAWYERS RD,1.0,81.47710787695678
10504 WARWICK BLVD,3.0,60.62393296724162
10505 QUEENSWAY CT,1.0,81.47710787695678
10506 BLK JOHN S MOSBY HWY,1.0,81.47710787695678
10506 GENITO LN,1.0,81.47710787695678
1051 E BROAD ST,2.0,71.0505204220992
1051 HUELL MATTHEWS HWY,1.0,81.47710787695678
1051 PHILPOTT RD (HWY 58),4.0,60.19734551238405
1051 RT 58,1.0,81.47710787695678
1051 WATERS RD,1.0,81.47710787695678
10510 HENDERSON ROAD,,
10511 HULL ST. RD.,1.0,81.47710787695678
10511 HULL STREET RD,1.0,81.47710787695678
10511 HULLL STREET RD,1.0,81.47710787695678
10512 HULL STREET RD,1.0,81.47710787695678
10517 ROBIOUS ROAD,1.0,81.47710787695678
1052 EARLS BRANCH RD,1.0,81.47710787695678
1052 TEMPLE AVENUE,1.0,81.47710787695678
10520 PATRIOT HIGHWAY,1.0,81.47710787695678
10521 FAIRFAX BLVD,1.0,81.47710787695678
10524 COURTHOUSE RD,4.0,60.19734551238405
10525 W HUGUENOT RD,1.0,81.47710787695678
10530 CHERYLANN RD,1.0,81.47710787695678
10531 HULL STREET RD,1.0,81.47710787695678
10531 MIDLOTHIAN TPKE,1.0,81.47710787695678
10532 WHITE MARSH ROAD,2.0,70.19734551238405
10533 WEST HUGUENOT RD,1.0,81.47710787695678
10536 FAIRFAX BLVD,1.0,81.47710787695678
10537 BRENT TOWN RD,1.0,81.47710787695678
10538 RIXEYVILLE RD,2.0,71.0505204220992
1054 VIRGINIA AVE,1.0,81.47710787695678
10540 NASH RD,1.0,81.47710787695678
1055 38TH STREET,1.0,81.47710787695678
1055 BLAND STREET,1.0,81.47710787695678
1055 EAST MAIN STREET,1.0,81.47710787695678
1055 MILLWOOD PIKE,1.0,81.47710787695678
1055 VALLEY DRIVE,2.0,71.0505204220992
10551 CHALKLEY RD,1.0,81.47710787695678
1056 BYPASS RD,1.0,81.47710787695678
1056 CAVITTS CREEK RD,1.0,81.47710787695678
1056 E. JACKSON ST,1.0,81.47710787695678
10560 MAIN STREET,1.0,81.47710787695678
10560-BLK BRISTERSBURG RD,1.0,81.47710787695678
10562 WEAVERSVILLE RD,1.0,81.47710787695678
10564 RIXEYVILLE RD,2.0,71.0505204220992
10570 FAIRFAX BLVD,1.0,81.47710787695678
10575 JAMES RIVER ROAD; BLK,1.0,81.47710787695678
10579 FAIRFAX BLVD,1.0,81.47710787695678
1058 BLUE RIDGE LN,1.0,81.47710787695678
1058 NEALS CORNER RD,1.0,81.47710787695678
1058 WOODSTOCK LANE,1.0,81.47710787695678
10580 MOUNT OLIVE COHOKE RD,1.0,81.47710787695678
1059 HIGH ROCK HILL,3.0,60.62393296724162
10591 OLD MARSH RD,4.0,60.19734551238405
10599 JAMES RIVER RD,3.0,60.62393296724162
105ASBURY LN,3.0,60.62393296724162
106 BALDWIN TER,2.0,71.0505204220992
106 E LEE AVE,1.0,81.47710787695678
106 HUME AVE ALEXANDRIA VA,1.0,81.47710787695678
106 Jonesboro Road,1.0,81.47710787695678
106 MANASSAS DR,3.0,60.62393296724162
106 N  FRANKLIN ST,1.0,81.47710787695678
106 N. CAMERON ST,3.0,60.62393296724162
106 ORIANA RD,3.0,60.62393296724162
106 Old Jonesboro Road,1.5,50.62393296724162
106 PENNSYLVANIA AVE,1.0,81.47710787695678
106 W GRACE ST,1.0,81.47710787695678
106 W OLD ST,1.0,81.47710787695678
106 WEST ATLANTIC,3.0,60.62393296724162
1060 5TH ST SW,1.0,81.47710787695678
1060 EAST RIVER ROAD,1.0,81.47710787695678
1060 East Washington Street,1.0,81.47710787695678
1060 FIRST COLONIAL RD,1.0,81.47710787695678
1060 Moore Street,1.0,81.47710787695678
1060 PALM AVE NW,1.0,81.47710787695678
1060 PEPPERS FERRY RD NW,1.0,81.47710787695678
1060 REDWING DRIVE,,
10600 BLOCK OF CENTRAL HILL RD,1.0,81.47710787695678
10600 BLOCK SHANNON HILL RD,1.0,81.47710787695678
10600 CHESTER RD,3.0,60.62393296724162
10600 HARRY J PARRISH BLVD,2.0,71.0505204220992
10600 HUGUENOT ROAD,1.0,81.47710787695678
10600 ROBIOUS ROAD,1.0,81.47710787695678
10600 RT 1,1.0,81.47710787695678
10600-BLK JAMES MADISON HWY,3.0,60.62393296724162
10600-BLK SHENANDOAH PATH,1.0,81.47710787695678
10601 BROCK RD,3.0,60.62393296724162
10601 CLEMENTOWN RD,,
10601 MIDLOTHIAN TURNPIKE,1.0,81.47710787695678
10601 PATTERSON AVE,1.0,81.0505204220992
10608 JEFFERSON AVENUE,3.0,60.62393296724162
1061 BIG BETHEL RD,1.0,81.47710787695678
1061 COCHRAN HOLLOW ROAD,1.0,81.47710787695678
1061 Commonwealth,1.0,81.47710787695678
1061 S DOGWOOD DR,1.0,81.47710787695678
1061 VIRGINIA BEACH BLOULEVARD,1.0,81.47710787695678
10611 IRON BRIDGE RD,1.0,81.47710787695678
10611 IRON BRIDGE ROAD,1.0,81.47710787695678
10611 QUALLA ROAD,1.0,81.47710787695678
10614 TAYLOR RD.,3.0,60.62393296724162
10617 QUALLA RD,2.0,70.19734551238405
10617 REAMS ROAD,1.0,81.47710787695678
10618 LEAVELLS RD,1.0,81.47710787695678
10619 BLK BRENT TOWN RD,1.0,81.47710787695678
10619 WEST PROVIDENCE RD,1.0,81.47710787695678
10620 FAIRFAX BLVD,1.0,81.47710787695678
10620 IRON BRIDGE RD,1.0,81.47710787695678
10620 NEWBYS BRIDGE RD,1.0,81.47710787695678
10621 IRON BRIDGE RD,1.0,80.62393296724161
10622 VALE RD/LEEDS RD,1.0,81.47710787695678
1063 AIRPORT ROAD,3.0,60.62393296724162
1063 BLUE RIDGE DR,1.0,81.47710787695678
1063 NORTH ELECTRIC RD,1.0,81.47710787695678
1063 RIVERSIDE DR,1.5,50.62393296724162
10630 COURTHOUSE ROAD,1.0,81.47710787695678
10632 PROVIDENCE GRACE LN,1.0,81.47710787695678
10638 JERUSALEM PLANK ROAD,1.0,81.47710787695678
10639 OLD COLCHESTER RD,3.0,60.62393296724162
1064 DIXIE AIRPORT RD / 130,1.0,81.47710787695678
1064 FERRY PLANTATION RD,1.0,81.47710787695678
1064 LYNNHAVEN PKWY,1.0,81.47710787695678
10641 W HUGUENOT RD,3.0,60.62393296724162
10642 BLK JOHN S MOSBY HWY,1.0,81.47710787695678
1065 PAINTERS HILL ROAD,1.0,81.47710787695678
1065 SINAI RD.,3.0,60.62393296724162
1066 WHITE OAK RD,1.0,81.47710787695678
10661 LOUISA RD,1.0,81.47710787695678
10663 KINGS HIGHWAY,3.0,60.62393296724162
1067 BIG BETHEL RD,1.5,50.62393296724162
1067 BIG BETHEL ROAD,2.0,69.3441706026689
1067 PINEY FOREST RD,2.0,70.19734551238405
10671 REAMS ROAD,1.0,81.47710787695678
1068 SAINT STEPHENSRD,1.0,81.47710787695678
1068 W MERCURY BLVD,2.0,71.0505204220992
10684 MAGNET DR,1.0,81.47710787695678
1069 BOLD SPRINGS RD,1.0,81.47710787695678
1069 FAIRFAX PIKE,1.0,81.47710787695678
107 BROAD STREET,1.0,81.47710787695678
107 Belmont Circle,1.0,81.47710787695678
107 DAKOTA DR,1.0,81.47710787695678
107 E BELT BLVD,1.0,81.47710787695678
107 JAMESTOWN RD,1.0,81.47710787695678
107 JENNESS LANE,1.0,81.47710787695678
107 RUTHERS RD,1.0,81.47710787695678
107 TOWER RD,1.0,81.47710787695678
107 VIRGINIA AVE,1.0,81.47710787695678
107 WEST MAIN ST,1.0,81.47710787695678
1070 ELDEN ST,2.0,71.0505204220992
1070 MIDDLETON PLACE,1.0,81.47710787695678
1070 SEMINOLE TRL,2.0,71.0505204220992
1070 VIRGINIA AVE,4.0,60.19734551238405
1070 West Main Street,3.0,60.62393296724162
10700 HUL STREET ROAD,1.0,81.47710787695678
10700 HULL STREET RD,1.0,81.0505204220992
10700 LEAVELLS RD,3.0,60.62393296724162
10700 MIDLOTHIAN TPKE,1.0,81.47710787695678
10700 MIDLOTHIAN TURNPIKE,1.0,81.0505204220992
10700 NEWBYS BRIDGE RD,3.0,60.62393296724162
10700 OLD CENTRALIA ROAD,1.0,81.47710787695678
10700 STAPLES MILL RD (GLEN ALLEN HS),1.0,81.47710787695678
10700 STAPLES MILL ROAD,1.0,81.47710787695678
10700 STAPLES MILL ROAD PARKING LOT,1.0,81.47710787695678
10700-BLK MARSH RD,1.0,81.47710787695678
10701 GENITO ROAD,3.0,60.62393296724162
10702 JEFFERSON AVENUE,3.0,60.62393296724162
10704 MONETA RD,1.0,81.47710787695678
10704 SIMPSON MEWS LN,1.0,81.47710787695678
10705 RIVER FALL PATH,1.0,81.47710787695678
10709 OLD CENTRALIA RD,1.0,81.47710787695678
1071 ELDEN ST,2.0,70.19734551238405
1071 MOUNTIAN RD,1.0,81.47710787695678
1071 WARMINSTER DR,1.0,81.47710787695678
10710 JEFFERSON AVE,3.0,60.62393296724162
10710 MIDLOTHIAN TURNPIKE,1.0,81.47710787695678
10710 WOODLAND POND PKWY,3.0,60.62393296724162
10715 THE TRAIL,1.0,81.47710787695678
1072 SIMMONS GAP RD,2.0,71.0505204220992
10720 HULL STREET RD,,
10721 MAIN ST,3.0,60.62393296724162
10721 ROBIOUS RD,3.0,60.62393296724162
10724 BEAVER BRIDGE RD,1.0,81.47710787695678
10724 RT 1,3.0,60.62393296724162
10726 SPRING RUN ROAD,1.0,81.47710787695678
1073 BLACK CAT RD,3.0,59.344170602668896
1073 REDBUD RD,1.0,81.47710787695678
1073 W MERCURY BLVD,1.0,81.47710787695678
10730 COURTHOUSE RD,1.0,81.47710787695678
10730 TRENTS BRIDGE RD,4.0,60.19734551238405
10731 IRONBRIDGE BLVD,1.0,81.47710787695678
10734 ROUTE 1,1.0,81.47710787695678
10734 RT 1,1.0,81.47710787695678
1074 WHALES RUN CT,1.0,81.47710787695678
10744 COURTHOUSE RD,1.0,81.47710787695678
1075 LIFE SCIENCE CIR,3.0,60.62393296724162
1075 S JEFFERSON ST,3.0,60.62393296724162
1075 SOUTH JEFFERSON ST,1.0,81.47710787695678
1075 VALLEY ST,2.0,71.0505204220992
10750 BLK JAMES MADISON HWY,3.0,60.62393296724162
10751 SAVOY RD,1.0,81.47710787695678
10760 REYNARD FOX LN,1.0,81.47710787695678
10761 THOMAS NELSON HIGHWAY,1.0,81.47710787695678
10768 JEFFERSON AVE,3.0,60.62393296724162
10768 JEFFERSON AVENUE,1.0,81.47710787695678
10769 BLK BRISTERSBURG RD,4.0,60.19734551238405
1078 BEAVER DAM ROAD,1.0,81.47710787695678
1078 BRADLEY CREEK RD,1.0,81.47710787695678
1078 WHITLEY BRANCH RD,1.0,81.47710787695678
10780 FAIRFAX BLVD,1.0,81.47710787695678
10782 FAIRFAX BLVD,1.0,81.47710787695678
1079 BEAVER DAM RD,3.0,60.62393296724162
10793 WEST RIVER RD,1.0,81.47710787695678
107S CHAPPELL ST,1.0,81.47710787695678
108 10TH ST NW,1.0,81.47710787695678
108 BURFORD AVE,1.0,81.47710787695678
108 BYERS AVE,1.0,81.47710787695678
108 CHANNING AVE,1.0,81.47710787695678
108 CHUCK ROAD,1.0,81.47710787695678
108 DARDEN DR,1.0,81.47710787695678
108 E MERCURY BLVD,1.0,81.47710787695678
108 East Main Street,3.0,60.62393296724162
108 FRONT AVENUE,1.0,81.47710787695678
108 GORDON ST,1.0,81.47710787695678
108 HAMLET LN,2.0,71.0505204220992
108 LINVILLE AVE,4.0,60.19734551238405
108 N MARKET ST,1.0,81.47710787695678
108 N TURNBERRY,1.0,81.47710787695678
108 NALLS CT,1.0,81.47710787695678
"108 PARK DR, PETERSBURG VA",1.0,81.47710787695678
